OPE ID,School,State,Zip Code,School Type,SubsidizedDL_value,Subsidized_DL_Recipients,UNSubsidizedDL_value,UNSubsidized_DL_Recipients
141700, UNIVERSITY OF CONNECTICUT , CT ,62692151,Public,19044729.00,494,17756222.00,174
142200, UNIVERSITY OF HARTFORD , CT ,61171599,Private-Nonprofit,6323815.00,205,5306521.00,59
142400, WESLEYAN UNIVERSITY , CT ,64593208,Private-Nonprofit,1913817.00,27,476900.00,5
142500, EASTERN CONNECTICUT STATE UNIVERSITY , CT ,62262295,Public,5595138.00,247,5535396.00,16
142600, YALE UNIVERSITY , CT ,65208288,Private-Nonprofit,394637.00,41,1168152.00,113
142800, DELAWARE STATE UNIVERSITY , DE ,199012277,Public,5263261.00,255,5740242.00,20
142900, GOLDEY-BEACOM COLLEGE , DE ,198081993,Private-Nonprofit,538204.00,21,448837.00,14
143100, UNIVERSITY OF DELAWARE , DE ,197160099,Public,13087281.00,413,14954975.00,81
143300, WESLEY COLLEGE , DE ,199013875,Private-Nonprofit,2080819.00,83,2380735.00,19
143400, AMERICAN UNIVERSITY , DC ,200168020,Private-Nonprofit,6213538.00,238,4517728.00,805
143600, CAPITOL COLLEGE , MD ,207089759,Private-Nonprofit,397211.00,11,405964.00,29
143700, CATHOLIC UNIVERSITY OF AMERICA , DC ,200640002,Private-Nonprofit,3619502.00,54,3520966.00,164
144100, UNIVERSITY OF THE DISTRICT OF COLUMBIA , DC ,200081175,Public,3850272.00,249,4248284.00,28
144300, GALLAUDET UNIVERSITY , DC ,200023695,Private-Nonprofit,679602.00,14,561785.00,8
144400, GEORGE WASHINGTON UNIVERSITY , DC ,200522353,Private-Nonprofit,7463145.00,210,5913027.00,800
144500, GEORGETOWN UNIVERSITY , DC ,200571252,Private-Nonprofit,3824260.00,51,1318290.00,520
144800, HOWARD UNIVERSITY , DC ,200590001,Private-Nonprofit,9414766.00,263,9021712.00,104
145900, STRAYER UNIVERSITY , DC ,200052603,Proprietary,22490396.00,"6,551",34840102.00,"4,071"
146000, TRINITY COLLEGE , DC ,200171004,Private-Nonprofit,2522961.00,243,2850888.00,112
146400, WESLEY THEOLOGICAL SEMINARY , DC ,200165690,Private-Nonprofit, $-   ,3,22250.00,128
146600, BARRY UNIVERSITY , FL ,331616628,Private-Nonprofit,5510939.00,834,5979436.00,"1,463"
146700, BETHUNE COOKMAN UNIVERSITY , FL ,321143099,Private-Nonprofit,6355815.00,391,6902561.00,16
146800, SAINT THOMAS UNIVERSITY , FL ,330540000,Private-Nonprofit,1024505.00,231,1126918.00,286
146900, FLORIDA INSTITUTE OF TECHNOLOGY , FL ,329016988,Private-Nonprofit,2834673.00,802,4061516.00,403
147000, EASTERN FLORIDA STATE COLLEGE , FL ,329226503,Public,5416665.00,567,5301969.00, -   
147100, COLLEGE OF CENTRAL FLORIDA , FL ,344744415,Public,6459062.00,359,3559709.00, -   
147300, CLEARWATER CHRISTIAN COLLEGE , FL ,337594595,Private-Nonprofit,519239.00,34,340189.00,3
147500, DAYTONA STATE COLLEGE , FL ,321142800,Public,5274751.00,594,3282673.00, -   
147700, EDISON STATE COLLEGE , FL ,339066210,Public,5435794.00,262,2313028.00, -   
147800, EDWARD WATERS COLLEGE , FL ,322096199,Private-Nonprofit,1041587.00,38,819356.00, -   
147900, EMBRY-RIDDLE AERONAUTICAL UNIVERSITY , FL ,321143900,Private-Nonprofit,7509004.00,543,7507315.00,217
148000, FLORIDA AGRICULTURAL & MECHANICAL UNIVERSITY , FL ,323073100,Public,10730370.00,319,9764036.00,108
148100, FLORIDA ATLANTIC UNIVERSITY , FL ,334316498,Public,19071880.00,768,16479436.00,280
148200, FLORIDA COLLEGE , FL ,336175578,Private-Nonprofit,558818.00,20,435890.00, -   
148400, FLORIDA STATE COLLEGE AT JACKSONVILLE , FL ,322024030,Public,11661515.00,"1,605",8362309.00, -   
148500, FLORIDA KEYS COMMUNITY COLLEGE , FL ,330404397,Public,223338.00,31,216071.00, -   
148600, FLORIDA MEMORIAL UNIVERSITY , FL ,330546199,Private-Nonprofit,1565213.00,127,2096476.00,9
148700, ECKERD COLLEGE , FL ,337114744,Private-Nonprofit,1741688.00,29,1508828.00, -   
148800, FLORIDA SOUTHERN COLLEGE , FL ,338015698,Private-Nonprofit,2282540.00,95,2532050.00,30
148900, FLORIDA STATE UNIVERSITY , FL ,323061470,Public,19606504.00,"9,570",20675870.00,"3,365"
149000, GULF COAST STATE COLLEGE , FL ,324011058,Public,1352592.00,170,1146771.00, -   
149300, INDIAN RIVER STATE COLLEGE , FL ,349815596,Public,3256974.00,208,1501352.00, -   
149500, JACKSONVILLE UNIVERSITY , FL ,322113394,Private-Nonprofit,3091433.00,262,3702443.00,73
149700, JONES COLLEGE , FL ,322115588,Private-Nonprofit,533825.00,167,446137.00, -   
149900, EVEREST UNIVERSITY , FL ,328105601,Proprietary,34712962.00,"12,952",49707676.00,287
150000, BROWARD COLLEGE , FL ,333012298,Public,10166910.00,224,1132235.00, -   
150100, FLORIDA GATEWAY COLLEGE , FL ,320252007,Public,317605.00,7,31668.00,1
150200, LAKE SUMTER STATE COLLEGE , FL ,347888751,Public,326406.00,44,232048.00, -   
150400," STATE COLLEGE OF FLORIDA, MANATEE-SARASOTA ", FL ,342073596,Public,4245504.00,239,2890803.00, -   
150500, LYNN UNIVERSITY , FL ,334315598,Private-Nonprofit,858019.00,48,853677.00,60
150600, MIAMI DADE COLLEGE , FL ,331322297,Public,11712409.00,"1,330",12115489.00, -   
150900, NOVA SOUTHEASTERN UNIVERSITY-DAVIE , FL ,333147796,Private-Nonprofit,1136809.00,489,1342886.00,"3,607"
151000, NORTHWEST FLORIDA STATE COLLEGE , FL ,325781295,Public,745759.00,16,106150.00, -   
151200, PALM BEACH STATE COLLEGE , FL ,334614796,Public,3979907.00,863,3901743.00, -   
151300, PENSACOLA STATE COLLEGE , FL ,325048998,Public,849604.00,40,201013.00, -   
151400, POLK STATE COLLEGE , FL ,338814256,Public,2908695.00,509,2929837.00, -   
151500, ROLLINS COLLEGE , FL ,327894499,Private-Nonprofit,2623759.00,97,2533448.00,36
151900, SANTA FE COLLEGE , FL ,326066200,Public,4908345.00,612,5903867.00, -   
152000, SEMINOLE STATE COLLEGE OF FLORIDA , FL ,327736199,Public,8220299.00,996,8402176.00, -   
152100, SOUTHEASTERN UNIVERSITY , FL ,338016099,Private-Nonprofit,3250814.00,317,3780028.00,41
152200, SOUTH FLORIDA STATE COLLEGE , FL ,338259399,Public,208976.00,43,200109.00, -   
152300, SAINT JOHNS RIVER STATE COLLEGE , FL ,321773897,Public,1868688.00,412,2525187.00, -   
152600, SAINT LEO UNIVERSITY , FL ,335746665,Private-Nonprofit,12068316.00,"2,660",17105853.00,"1,013"
152800, ST. PETERSBURG COLLEGE , FL ,337603768,Public,20248066.00,"2,079",24282791.00, -   
153100, STETSON UNIVERSITY , FL ,327233761,Private-Nonprofit,2836159.00,109,2981504.00,152
153300, TALLAHASSEE COMMUNITY COLLEGE , FL ,323042895,Public,8043196.00,866,5152726.00, -   
153500, UNIVERSITY OF FLORIDA , FL ,326113150,Public,15663154.00,980,14270581.00,"1,140"
153600, UNIVERSITY OF MIAMI , FL ,331466531,Private-Nonprofit,6484390.00,122,5058428.00,190
153700, UNIVERSITY OF SOUTH FLORIDA , FL ,336206960,Public,28330067.00,"10,514",25289166.00,"3,540"
153800, UNIVERSITY OF TAMPA (THE) , FL ,336061490,Private-Nonprofit,6163510.00,233,6185407.00,102
154000, WEBBER INTERNATIONAL UNIVERSITY , FL ,338270096,Private-Nonprofit,1331937.00,47,1366398.00,1
154100, ABRAHAM BALDWIN AGRICULTURAL COLLEGE , GA ,317932601,Public,2076154.00,237,2396428.00, -   
154200, AGNES SCOTT COLLEGE , GA ,300303770,Private-Nonprofit,1110431.00,14,948521.00, -   
154300, DARTON STATE COLLEGE , GA ,317073098,Public,4309666.00,943,4697886.00, -   
154400, ALBANY STATE UNIVERSITY , GA ,317052796,Public,5553220.00,633,7776978.00,141
154500, ANDREW COLLEGE , GA ,398401395,Private-Nonprofit,269326.00,69,392330.00, -   
154600, ARMSTRONG ATLANTIC STATE UNIVERSITY , GA ,314191997,Public,5865176.00,558,4911939.00,127
154700, POINT UNIVERSITY , GA ,303441999,Private-Nonprofit,1160832.00,73,1351917.00, -   
155400, BERRY COLLEGE , GA ,301495007,Private-Nonprofit,1862083.00,52,1744446.00,27
155500, THOMAS UNIVERSITY , GA ,317927499,Private-Nonprofit,1087933.00,106,1146010.00,42
155600, BRENAU UNIVERSITY , GA ,305013668,Private-Nonprofit,579684.00,116,768698.00,123
155700, BREWTON PARKER COLLEGE , GA ,304450000,Private-Nonprofit,653982.00,26,694647.00,1
155800, COLLEGE OF COASTAL GEORGIA , GA ,315203644,Public,2361495.00,181,1935442.00, -   
155900, CLARK ATLANTA UNIVERSITY , GA ,303144385,Private-Nonprofit,5016056.00,243,5353700.00,36
156000, COLUMBIA THEOLOGICAL SEMINARY , GA ,300310520,Private-Nonprofit, $-   , -   , $-   ,6
156100, COLUMBUS STATE UNIVERSITY , GA ,319075645,Public,7545168.00,610,8666180.00,152
156200, GEORGIA PERIMETER COLLEGE , GA ,300343832,Public,7356107.00,"1,300",6816784.00,1
156300, EMMANUEL COLLEGE , GA ,306390000,Private-Nonprofit,891243.00,41,1031713.00, -   
156400, EMORY UNIVERSITY , GA ,303221960,Private-Nonprofit,5082620.00,57,3399488.00,76
156600, FORT VALLEY STATE UNIVERSITY , GA ,310303298,Public,4424947.00,180,5539842.00,47
156800, INTERDENOMINATIONAL THEOLOGICAL CENTER , GA ,303144143,Private-Nonprofit, $-   , -   ,1243.00,34
156900, GEORGIA INSTITUTE OF TECHNOLOGY , GA ,303320325,Public,7292122.00,"1,190",7869738.00,174
157000, SOUTHERN POLYTECHNIC STATE UNIVERSITY , GA ,300602896,Public,5416799.00,304,5932157.00,64
157100, GEORGIA MILITARY COLLEGE , GA ,310613398,Public,6311001.00,761,5435978.00,1
157200, GEORGIA SOUTHERN UNIVERSITY , GA ,304608065,Public,18484399.00,"1,230",16966403.00,320
157300, GEORGIA SOUTHWESTERN STATE UNIVERSITY , GA ,317094693,Public,2745584.00,163,3008584.00,10
157400, GEORGIA STATE UNIVERSITY , GA ,303033010,Public,26865749.00,"1,760",27763577.00,528
157500, GORDON STATE COLLEGE , GA ,302041762,Public,3511959.00,342,3525433.00, -   
157700, KENNESAW STATE UNIVERSITY , GA ,301445591,Public,22822241.00,"1,576",22200872.00,180
157800, LAGRANGE COLLEGE , GA ,302402999,Private-Nonprofit,1142956.00,51,1307563.00,4
157900, GEORGIA REGENTS UNIVERSITY , GA ,309120004,Public,4603050.00,264,5593705.00,113
158000, MERCER UNIVERSITY , GA ,312070001,Private-Nonprofit,5132947.00,456,5929518.00,465
158100, MIDDLE GEORGIA STATE COLLEGE , GA ,310141599,Public,6711946.00,658,8212275.00, -   
158200, MOREHOUSE COLLEGE , GA ,303143773,Private-Nonprofit,3053098.00,156,2841826.00, -   
158500, UNIVERSITY OF NORTH GEORGIA , GA ,305970001,Public,8523497.00,702,10167979.00,36
158600, OGLETHORPE UNIVERSITY , GA ,303192737,Private-Nonprofit,962925.00,42,991157.00,3
158700, PAINE COLLEGE , GA ,309013182,Private-Nonprofit,1328980.00,142,1510001.00, -   
158800, PIEDMONT COLLEGE , GA ,305355644,Private-Nonprofit,1728799.00,64,1601387.00,530
158900, REINHARDT UNIVERSITY , GA ,301832900,Private-Nonprofit,1215220.00,80,1312985.00,2
159000, SAVANNAH STATE UNIVERSITY , GA ,314045298,Public,7254541.00,522,8940651.00,17
159100, SHORTER UNIVERSITY , GA ,301654298,Private-Nonprofit,1850205.00,266,2487485.00,29
159200, SOUTH GEORGIA STATE COLLEGE , GA ,315338104,Public,1661679.00,150,1567369.00, -   
159400, SPELMAN COLLEGE , GA ,303144399,Private-Nonprofit,3069518.00,71,2605640.00, -   
159600, TOCCOA FALLS COLLEGE , GA ,305980001,Private-Nonprofit,1034242.00,70,989101.00, -   
159700, TRUETT MCCONNELL COLLEGE , GA ,305281264,Private-Nonprofit,807688.00,36,757640.00, -   
159800, UNIVERSITY OF GEORGIA , GA ,306021661,Public,2953945.00,621,4786775.00,157
159900, VALDOSTA STATE UNIVERSITY , GA ,316980001,Public,11162044.00,773,12365365.00,287
160000, WESLEYAN COLLEGE , GA ,312104462,Private-Nonprofit,530453.00,34,587992.00,14
160100, UNIVERSITY OF WEST GEORGIA , GA ,301180002,Public,11215485.00,679,12741775.00,215
160200, GEORGIA COLLEGE & STATE UNIVERSITY , GA ,310610490,Public,4085936.00,197,5032273.00,86
160400, YOUNG HARRIS COLLEGE , GA ,305824137,Private-Nonprofit,1090245.00,42,1230207.00, -   
160500, CHAMINADE UNIVERSITY OF HONOLULU , HI ,968161578,Private-Nonprofit,1631147.00,94,2073835.00,69
160600, BRIGHAM YOUNG UNIVERSITY - HAWAII , HI ,967621294,Private-Nonprofit,647544.00,91,346357.00, -   
161000, UNIVERSITY OF HAWAII AT MANOA , HI ,968222399,Public,9796697.00,399,9165488.00,82
161100, UNIVERSITY OF HAWAII AT HILO , HI ,967204091,Public,2790786.00,232,2796053.00,18
161200, HONOLULU COMMUNITY COLLEGE , HI ,968174598,Public,931374.00,95,349317.00, -   
161300, KAPIOLANI COMMUNITY COLLEGE , HI ,968164421,Public,1393705.00,150,1544022.00, -   
161400, KAUAI COMMUNITY COLLEGE , HI ,967669591,Public,427148.00,8,98572.00, -   
161500, UNIVERSITY OF HAWAII MAUI COLLEGE , HI ,967321644,Public,2219917.00,138,2348668.00, -   
161600, BOISE STATE UNIVERSITY , ID ,837251000,Public,15926772.00,816,16559004.00,182
161700, COLLEGE OF IDAHO (THE) , ID ,836054432,Private-Nonprofit,1270577.00,24,1048925.00, -   
161900, COLLEGE OF SOUTHERN IDAHO , ID ,833033398,Public,2730537.00,171,2252841.00, -   
162000, IDAHO STATE UNIVERSITY , ID ,832095377,Public,10708408.00,565,10919914.00,218
162100, LEWIS-CLARK STATE COLLEGE , ID ,835012698,Public,3947735.00,238,4027170.00, -   
162300, NORTH IDAHO COLLEGE , ID ,838142199,Public,3483295.00,141,1865354.00, -   
162400, NORTHWEST NAZARENE UNIVERSITY , ID ,836865897,Private-Nonprofit,1665805.00,65,1749313.00,69
162500, BRIGHAM YOUNG UNIVERSITY-IDAHO , ID ,834601650,Private-Nonprofit,10516653.00,"1,511",5468339.00, -   
162600, UNIVERSITY OF IDAHO , ID ,838444291,Public,8470757.00,342,8474986.00,67
162800, AMERICAN ACADEMY OF ART , IL ,606044302,Proprietary,650669.00,30,641083.00, -   
163200, AQUINAS INSTITUTE OF THEOLOGY , MO ,631083323,Private-Nonprofit, $-   , -   , $-   ,6
163300, AUGUSTANA COLLEGE , IL ,612012296,Private-Nonprofit,2077081.00,52,1965695.00, -   
163400, AURORA UNIVERSITY , IL ,605064892,Private-Nonprofit,4541176.00,172,4610031.00,139
163600, SOUTHWESTERN ILLINOIS COLLEGE , IL ,622215899,Public,3277738.00,445,2965221.00, -   
163700, BETHANY THEOLOGICAL SEMINARY , IN ,473744019,Private-Nonprofit, $-   , -   , $-   ,3
163800, BLACK HAWK COLLEGE , IL ,612655899,Public,789598.00,127,642116.00, -   
163900, BLACKBURN UNIVERSITY , IL ,626261498,Private-Nonprofit,713270.00,43,697515.00, -   
164000, PRAIRIE STATE COLLEGE , IL ,604118226,Public,1718460.00,269,1839405.00,2
164100, BRADLEY UNIVERSITY , IL ,616250002,Private-Nonprofit,5673183.00,139,4691080.00,11
164300, SPOON RIVER COLLEGE , IL ,615208907,Public,423095.00,54,300226.00, -   
164800, CITY COLLEGES OF CHICAGO HARRY S TRUMAN COLLEGE , IL ,606405691,Public,1342745.00,79,708720.00, -   
164900, RICHARD J DALEY COLLEGE-CITY COLLEGES OF CHICAGO , IL ,606521299,Public,658608.00,29,144962.00, -   
165000, CITY COLLEGES OF CHICAGO - MALCOLM X COLLEGE , IL ,606123197,Public,1474036.00,76,392929.00, -   
165200, HAROLD WASHINGTON COLLEGE , IL ,606012403,Public,1833362.00,100,598142.00, -   
165400, CITY COLLEGES OF CHICAGO - KENNEDY KING COLLEGE , IL ,606213798,Public,2717721.00,175,1146247.00, -   
165500, WILBUR WRIGHT COLLEGE , IL ,606341591,Public,845669.00,48,255594.00, -   
165700, MIDWESTERN UNIVERSITY , IL ,605151200,Private-Nonprofit, $-   , -   , $-   ,36
165900, ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIENCE , IL ,600643095,Private-Nonprofit, $-   , -   , $-   ,31
166100, CHICAGO THEOLOGICAL SEMINARY , IL ,606372902,Private-Nonprofit, $-   , -   , $-   ,26
166300, SPERTUS COLLEGE OF JUDAICA , IL ,606051995,Private-Nonprofit, $-   , -   , $-   ,5
166400, UNIVERSITY OF SAINT FRANCIS , IL ,604356188,Private-Nonprofit,2182259.00,94,2632638.00,145
166500, COLUMBIA COLLEGE , IL ,606051996,Private-Nonprofit,13351516.00,646,13033969.00,15
166600, CONCORDIA UNIVERSITY , IL ,603051499,Private-Nonprofit,2159157.00,91,2141580.00,364
166900, DANVILLE AREA COMMUNITY COLLEGE , IL ,618325199,Public,339621.00,27,186968.00, -   
167100, DEPAUL UNIVERSITY , IL ,606042287,Private-Nonprofit,12802569.00,276,11288180.00,193
167400, EASTERN ILLINOIS UNIVERSITY , IL ,619203099,Public,9870966.00,402,9950244.00,64
167500, ELGIN COMMUNITY COLLEGE , IL ,601237193,Public,924759.00,194,906716.00, -   
167600, ELMHURST COLLEGE , IL ,601263296,Private-Nonprofit,3356435.00,198,3161868.00,22
167800, EUREKA COLLEGE , IL ,615309976,Private-Nonprofit,962226.00,35,960248.00, -   
168100, HIGHLAND COMMUNITY COLLEGE , IL ,610329341,Public,411349.00,48,235893.00, -   
168200, GARRETT-EVANGELICAL THEOLOGICAL SEMINARY , IL ,602012926,Private-Nonprofit, $-   , -   , $-   ,28
168400, GREENVILLE COLLEGE , IL ,622461199,Private-Nonprofit,1497752.00,43,1526803.00,86
168500, HEBREW THEOLOGICAL COLLEGE , IL ,600773263,Private-Nonprofit,54144.00,4,17533.00, -   
168800, ILLINOIS COLLEGE , IL ,626502299,Private-Nonprofit,1309720.00,31,1157006.00,2
168900, ILLINOIS COLLEGE OF OPTOMETRY , IL ,606163878,Private-Nonprofit, $-   , -   , $-   ,119
169100, ILLINOIS INSTITUTE OF TECHNOLOGY , IL ,606613793,Private-Nonprofit,2454573.00,85,2125637.00,59
169200, ILLINOIS STATE UNIVERSITY , IL ,617901000,Public,18903551.00,683,18086573.00,97
169300, NORTHEASTERN ILLINOIS UNIVERSITY , IL ,606254699,Public,5658810.00,362,4005354.00,75
169400, CHICAGO STATE UNIVERSITY , IL ,606281598,Public,6286013.00,434,9270225.00,66
169600, ILLINOIS WESLEYAN UNIVERSITY , IL ,617022900,Private-Nonprofit,2255765.00,35,1826452.00, -   
169800, JOHN MARSHALL LAW SCHOOL (THE) , IL ,606043968,Private-Nonprofit, $-   , -   , $-   ,83
169900, JOLIET JUNIOR COLLEGE , IL ,604318938,Public,1304324.00,308,1593451.00, -   
170000, JUDSON UNIVERSITY , IL ,601231498,Private-Nonprofit,1021871.00,76,1032567.00,21
170100, KASKASKIA COLLEGE , IL ,628017878,Public,452864.00,79,334972.00, -   
170300, KENDALL COLLEGE , IL ,606224278,Proprietary,1072929.00,242,1333714.00, -   
170400, KNOX COLLEGE , IL ,614014999,Private-Nonprofit,1124536.00,25,874274.00, -   
170500, ILLINOIS VALLEY COMMUNITY COLLEGE , IL ,613489692,Public,445841.00,25,299120.00, -   
170600, LAKE FOREST COLLEGE , IL ,600452399,Private-Nonprofit,1924114.00,58,1732330.00,1
170700, LEWIS UNIVERSITY , IL ,604462200,Private-Nonprofit,5683574.00,295,5996014.00,223
170800, LINCOLN CHRISTIAN UNIVERSITY , IL ,626562167,Private-Nonprofit,631496.00,39,660468.00,35
170900, LINCOLN COLLEGE , IL ,626561699,Private-Nonprofit,1329109.00,92,1185019.00, -   
171000, LOYOLA UNIVERSITY CHICAGO , IL ,606112196,Private-Nonprofit,11688358.00,274,9237680.00,244
171200, LUTHERAN SCHOOL OF THEOLOGY AT CHICAGO , IL ,606155199,Private-Nonprofit, $-   , -   , $-   ,2
171600, MACCORMAC COLLEGE , IL ,606024405,Private-Nonprofit,265015.00,51,296570.00, -   
171700, MACMURRAY COLLEGE , IL ,626502590,Private-Nonprofit,841054.00,35,970213.00, -   
172100, MCCORMICK THEOLOGICAL SEMINARY , IL ,606155108,Private-Nonprofit, $-   , -   , $-   ,8
172200, MCKENDREE UNIVERSITY , IL ,622541299,Private-Nonprofit,2083600.00,116,2267161.00,46
172300, MEADVILLE THEOLOGICAL SCHOOL OF LOMBARD COLLEGE , IL ,606051602,Private-Nonprofit, $-   , -   , $-   , -   
172400, MILLIKIN UNIVERSITY , IL ,625222084,Private-Nonprofit,2971313.00,101,2908838.00,29
172500, MONMOUTH COLLEGE , IL ,614621963,Private-Nonprofit,1771932.00,35,1726404.00, -   
172800, MORTON COLLEGE , IL ,608044398,Public,126972.00,11,95416.00, -   
173200, NATIONAL UNIVERSITY OF HEALTH SCIENCES (THE) , IL ,601484583,Private-Nonprofit,139669.00,28,171104.00,289
173300, NATIONAL LOUIS UNIVERSITY , IL ,606033032,Private-Nonprofit,1168151.00,254,1378189.00,385
173400, NORTH CENTRAL COLLEGE , IL ,605404690,Private-Nonprofit,2508814.00,144,2344070.00,19
173500, NORTH PARK UNIVERSITY , IL ,606254895,Private-Nonprofit,2782261.00,193,2719144.00,87
173600, NORTHERN BAPTIST THEOLOGICAL SEMINARY , IL ,601485604,Private-Nonprofit, $-   , -   , $-   ,3
173700, NORTHERN ILLINOIS UNIVERSITY , IL ,601152854,Public,19708517.00,615,19120363.00,163
173900, NORTHWESTERN UNIVERSITY , IL ,602080001,Private-Nonprofit,3305907.00,62,1821678.00,225
174100, OLIVET NAZARENE UNIVERSITY , IL ,609142271,Private-Nonprofit,3942852.00,187,4552398.00,126
174200, ILLINOIS EASTERN COMMUNITY COLLEGES - OLNEY CENTRAL COLLEGE , IL ,624501099,Public,116594.00,5,55773.00, -   
174500, QUINCY UNIVERSITY , IL ,623012699,Private-Nonprofit,1394306.00,55,1410894.00,27
174600, ROBERT MORRIS UNIVERSITY ILLINOIS , IL ,606051225,Private-Nonprofit,3077619.00,719,3315048.00,210
174700, ROCK VALLEY COLLEGE , IL ,611145699,Public,839361.00,95,506748.00, -   
174800, ROCKFORD UNIVERSITY , IL ,611082393,Private-Nonprofit,1777789.00,122,1584170.00,23
174900, ROOSEVELT UNIVERSITY , IL ,606051394,Private-Nonprofit,5744495.00,380,6319083.00,208
175000, DOMINICAN UNIVERSITY , IL ,603051066,Private-Nonprofit,3169112.00,131,2606178.00,147
175200, SAUK VALLEY COMMUNITY COLLEGE , IL ,610219112,Public,365359.00,30,197322.00, -   
175300, SCHOOL OF THE ART INSTITUTE OF CHICAGO , IL ,606033013,Private-Nonprofit,2181666.00,75,1988293.00,15
175600, SHIMER COLLEGE , IL ,606163893,Private-Nonprofit,143885.00,8,170363.00, -   
175800, SOUTHERN ILLINOIS UNIVERSITY AT CARBONDALE , IL ,629010000,Public,14544841.00,585,14499065.00,194
175900, SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE , IL ,620261060,Public,10670821.00,497,11879327.00,134
176500, UNIVERSITY OF ST MARY OF THE LAKE/MUNDELEIN SEMINARY , IL ,600601174,Private-Nonprofit, $-   , -   , $-   , -   
176700, BENEDICTINE UNIVERSITY , IL ,605320900,Private-Nonprofit,4157960.00,283,4137397.00,320
